,Biomodel name,coverage,automatic annotation,ontology for automatic annotation,manual annotation,ontology for manual annotation
699,BIOMD0000000762,0.4166666666666667,"['In Vivo', 'Pharmacokinetic Parameters Domain', 'Measured', 'Spleen', 'Tumor Tissue', 'Patterns of Care', 'Mathematical Model', 'leukemia', 'Kinetics', 'Regression']","['http://purl.obolibrary.org/obo/NCIT_C15744', 'http://purl.obolibrary.org/obo/NCIT_C49607', 'http://purl.obolibrary.org/obo/NCIT_C44473', 'http://purl.obolibrary.org/obo/NCIT_C12432', 'http://purl.obolibrary.org/obo/NCIT_C18009', 'http://purl.obolibrary.org/obo/NCIT_C19155', 'http://purl.obolibrary.org/obo/NCIT_C16870', 'http://www.ebi.ac.uk/efo/EFO_0000565', 'http://purl.obolibrary.org/obo/NCIT_C16770', 'http://purl.obolibrary.org/obo/NCIT_C18243']","[' Ordinary differential equation model,  T cell mediated immune response to tumor cell']","[' MAMO_0000046,  GO:0002424']"
616,BIOMD0000000662,0.4166666666666667,[],[],"[' Homo sapiens,  Ordinary differential equation model,  chronic myelogenous leukemia,  myeloid cell homeostasis']","[' 9606,  MAMO_0000046,  0000339,  GO:0002262']"
722,BIOMD0000000785,0.4166666666666667,"['Dose', 'Immunotherapy', 'Threshold', 'Tumor Tissue']","['http://purl.obolibrary.org/obo/NCIT_C25488', 'http://purl.obolibrary.org/obo/NCIT_C15262', 'http://purl.obolibrary.org/obo/NCIT_C48228', 'http://purl.obolibrary.org/obo/NCIT_C18009']","[' Ordinary differential equation model,  T cell mediated immune response to tumor cell']","[' MAMO_0000046,  GO:0002424']"
545,BIOMD0000000579,0.4166666666666667,"['Cell', 'Fasting', 'Biochemical Pathway', 'uremia', 'Synthesis', 'ATP', 'Metabolic', 'muscular disease', 'GTP', 'disease', 'ADP', 'Regulator', 'Cell Energetics', 'sex inclusion criterion']","['http://purl.obolibrary.org/obo/NCIT_C48694', 'http://purl.obolibrary.org/obo/NCIT_C63663', 'http://purl.obolibrary.org/obo/NCIT_C20633', 'http://www.ebi.ac.uk/efo/EFO_1001226', 'http://purl.obolibrary.org/obo/NCIT_C61408', 'http://purl.obolibrary.org/obo/CHEBI_15422', 'http://purl.obolibrary.org/obo/NCIT_C28240', 'http://www.ebi.ac.uk/efo/EFO_0002970', 'http://purl.obolibrary.org/obo/CHEBI_15996', 'http://www.ebi.ac.uk/efo/EFO_0000408', 'http://purl.obolibrary.org/obo/CHEBI_16761', 'http://purl.obolibrary.org/obo/NCIT_C48806', 'http://purl.obolibrary.org/obo/NCIT_C19393', 'http://purl.obolibrary.org/obo/OBI_0002561']","[' Homo sapiens,  generation of precursor metabolites and energy,  Ordinary differential equation model']","[' 9606,  GO:0006091,  MAMO_0000046']"
451,BIOMD0000000463,0.4117647058823529,"['viral transcription', 'Theoretical Biology', 'Findings-Based Question', 'HIV Entry Inhibitor', 'Viral Genome', 'Quantitative Concept', 'influenza', 'viral life cycle', 'Accumulation', 'Computer Modeling', 'Replicate', 'Mathematical Model', 'Nucleoprotein TPR', 'Nucleus']","['http://purl.obolibrary.org/obo/GO_0019083', 'http://purl.obolibrary.org/obo/NCIT_C19061', 'http://purl.obolibrary.org/obo/NCIT_C91103', 'http://purl.obolibrary.org/obo/NCIT_C157400', 'http://purl.obolibrary.org/obo/NCIT_C17253', 'http://purl.obolibrary.org/obo/NCIT_C70766', 'http://www.ebi.ac.uk/efo/EFO_0007328', 'http://purl.obolibrary.org/obo/GO_0019058', 'http://purl.obolibrary.org/obo/NCIT_C120860', 'http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C28038', 'http://purl.obolibrary.org/obo/NCIT_C16870', 'http://purl.obolibrary.org/obo/NCIT_C97857', 'http://purl.obolibrary.org/obo/NCIT_C13197']","[' influenza,  Ordinary differential equation model,  viral entry into host cell,  viral life cycle,  Mammalia,  Influenza A virus']","[' DOID:8469,  MAMO_0000046,  GO:0046718,  GO:0019058,  40674,  11320']"
944,BIOMD0000001021,0.4090909090909091,"['Viral Infection', 'Contact Tracing', 'IFN-1 Gene Signature', 'Computer Modeling', 'Autocrine Systems', 'innate immune response', 'Population Process', 'Characterization']","['http://purl.obolibrary.org/obo/NCIT_C3439', 'http://purl.obolibrary.org/obo/NCIT_C173558', 'http://purl.obolibrary.org/obo/NCIT_C181329', 'http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C13364', 'http://purl.obolibrary.org/obo/GO_0045087', 'http://purl.obolibrary.org/obo/NCIT_C20182', 'http://purl.obolibrary.org/obo/NCIT_C62606']","[' Homo sapiens,  Ordinary differential equation model,  antiviral innate immune response,  cellular response to cytokine stimulus,  cytokine-mediated signaling pathway,  autocrine signaling,  paracrine signaling']","[' 9606,  MAMO_0000046,  GO:0140374,  GO:0071345,  GO:0019221,  GO:0035425,  GO:0038001']"
877,BIOMD0000000952,0.4,"['Surrounding', 'Timing', 'Zebrafish', 'Robust', 'Synchronous', 'Mitosis', 'DNA Synthesis', 'Cell Proliferation', 'Biochemical', 'Thermodynamics']","['http://purl.obolibrary.org/obo/NCIT_C52247', 'http://purl.obolibrary.org/obo/NCIT_C80484', 'http://purl.obolibrary.org/obo/NCIT_C14287', 'http://purl.obolibrary.org/obo/NCIT_C94972', 'http://purl.obolibrary.org/obo/NCIT_C48444', 'http://purl.obolibrary.org/obo/NCIT_C16864', 'http://purl.obolibrary.org/obo/NCIT_C18125', 'http://purl.obolibrary.org/obo/NCIT_C18081', 'http://purl.obolibrary.org/obo/NCIT_C25434', 'http://purl.obolibrary.org/obo/NCIT_C17193']","[' Ordinary differential equation model,  regulation of cell cycle,  Danio rerio']","[' MAMO_0000046,  GO:0051726,  7955']"
861,BIOMD0000000936,0.4,"['Pharmacokinetic Parameters Domain', 'oscillatory muscle contraction', 'Odevixibat']","['http://purl.obolibrary.org/obo/NCIT_C49607', 'http://purl.obolibrary.org/obo/GO_0014703', 'http://purl.obolibrary.org/obo/NCIT_C166598']","[' Ordinary differential equation model,  regulation of cell cycle,  Xenopus laevis']","[' MAMO_0000046,  GO:0051726,  8355']"
800,BIOMD0000000866,0.4,"['Complex', 'Elevated', 'Inflammatory', 'number of substrates', 'Inhibit Scale', 'Induced Cataract', 'Monomer', 'Dose', 'Pathway', 'P100 Latency', 'NFKB2 Gene Product', 'Substrate', 'Property of Relationship', 'Kinetics', 'Modeling', 'Amplification', 'Cross Reaction', 'motif discovery evidence']","['http://purl.obolibrary.org/obo/NCIT_C19398', 'http://purl.obolibrary.org/obo/NCIT_C25493', 'http://purl.obolibrary.org/obo/NCIT_C25535', 'http://biomodels.net/SBO/SBO_0000149', 'http://purl.obolibrary.org/obo/NCIT_C121463', 'http://purl.obolibrary.org/obo/NCIT_C50614', 'http://purl.obolibrary.org/obo/NCIT_C63845', 'http://purl.obolibrary.org/obo/NCIT_C25488', 'http://purl.obolibrary.org/obo/NCIT_C54214', 'http://purl.obolibrary.org/obo/NCIT_C117888', 'http://purl.obolibrary.org/obo/NCIT_C129922', 'http://purl.obolibrary.org/obo/NCIT_C120264', 'http://purl.obolibrary.org/obo/NCIT_C75915', 'http://purl.obolibrary.org/obo/NCIT_C16770', 'http://purl.obolibrary.org/obo/NCIT_C16063', 'http://purl.obolibrary.org/obo/NCIT_C25418', 'http://purl.obolibrary.org/obo/NCIT_C96482', 'http://purl.obolibrary.org/obo/ECO_0005531']","[' Homo sapiens,  NFKB Signaling Pathway']","[' 9606,  C39163']"
802,BIOMD0000000868,0.4,"['Complex', 'Elevated', 'Inflammatory', 'number of substrates', 'Inhibit Scale', 'Induced Cataract', 'Monomer', 'Dose', 'Pathway', 'P100 Latency', 'NFKB2 Gene Product', 'Substrate', 'Property of Relationship', 'Kinetics', 'Modeling', 'Amplification', 'Cross Reaction', 'motif discovery evidence']","['http://purl.obolibrary.org/obo/NCIT_C19398', 'http://purl.obolibrary.org/obo/NCIT_C25493', 'http://purl.obolibrary.org/obo/NCIT_C25535', 'http://biomodels.net/SBO/SBO_0000149', 'http://purl.obolibrary.org/obo/NCIT_C121463', 'http://purl.obolibrary.org/obo/NCIT_C50614', 'http://purl.obolibrary.org/obo/NCIT_C63845', 'http://purl.obolibrary.org/obo/NCIT_C25488', 'http://purl.obolibrary.org/obo/NCIT_C54214', 'http://purl.obolibrary.org/obo/NCIT_C117888', 'http://purl.obolibrary.org/obo/NCIT_C129922', 'http://purl.obolibrary.org/obo/NCIT_C120264', 'http://purl.obolibrary.org/obo/NCIT_C75915', 'http://purl.obolibrary.org/obo/NCIT_C16770', 'http://purl.obolibrary.org/obo/NCIT_C16063', 'http://purl.obolibrary.org/obo/NCIT_C25418', 'http://purl.obolibrary.org/obo/NCIT_C96482', 'http://purl.obolibrary.org/obo/ECO_0005531']","[' Homo sapiens,  NFKB Signaling Pathway']","[' 9606,  C39163']"
803,BIOMD0000000869,0.4,"['Complex', 'Elevated', 'Inflammatory', 'number of substrates', 'Inhibit Scale', 'Induced Cataract', 'Monomer', 'Dose', 'Pathway', 'P100 Latency', 'NFKB2 Gene Product', 'Substrate', 'Property of Relationship', 'Kinetics', 'Modeling', 'Amplification', 'Cross Reaction', 'motif discovery evidence']","['http://purl.obolibrary.org/obo/NCIT_C19398', 'http://purl.obolibrary.org/obo/NCIT_C25493', 'http://purl.obolibrary.org/obo/NCIT_C25535', 'http://biomodels.net/SBO/SBO_0000149', 'http://purl.obolibrary.org/obo/NCIT_C121463', 'http://purl.obolibrary.org/obo/NCIT_C50614', 'http://purl.obolibrary.org/obo/NCIT_C63845', 'http://purl.obolibrary.org/obo/NCIT_C25488', 'http://purl.obolibrary.org/obo/NCIT_C54214', 'http://purl.obolibrary.org/obo/NCIT_C117888', 'http://purl.obolibrary.org/obo/NCIT_C129922', 'http://purl.obolibrary.org/obo/NCIT_C120264', 'http://purl.obolibrary.org/obo/NCIT_C75915', 'http://purl.obolibrary.org/obo/NCIT_C16770', 'http://purl.obolibrary.org/obo/NCIT_C16063', 'http://purl.obolibrary.org/obo/NCIT_C25418', 'http://purl.obolibrary.org/obo/NCIT_C96482', 'http://purl.obolibrary.org/obo/ECO_0005531']","[' Homo sapiens,  NFKB Signaling Pathway']","[' 9606,  C39163']"
804,BIOMD0000000870,0.4,"['Complex', 'Elevated', 'Inflammatory', 'number of substrates', 'Inhibit Scale', 'Induced Cataract', 'Monomer', 'Dose', 'Pathway', 'P100 Latency', 'NFKB2 Gene Product', 'Substrate', 'Property of Relationship', 'Kinetics', 'Modeling', 'Amplification', 'Cross Reaction', 'motif discovery evidence']","['http://purl.obolibrary.org/obo/NCIT_C19398', 'http://purl.obolibrary.org/obo/NCIT_C25493', 'http://purl.obolibrary.org/obo/NCIT_C25535', 'http://biomodels.net/SBO/SBO_0000149', 'http://purl.obolibrary.org/obo/NCIT_C121463', 'http://purl.obolibrary.org/obo/NCIT_C50614', 'http://purl.obolibrary.org/obo/NCIT_C63845', 'http://purl.obolibrary.org/obo/NCIT_C25488', 'http://purl.obolibrary.org/obo/NCIT_C54214', 'http://purl.obolibrary.org/obo/NCIT_C117888', 'http://purl.obolibrary.org/obo/NCIT_C129922', 'http://purl.obolibrary.org/obo/NCIT_C120264', 'http://purl.obolibrary.org/obo/NCIT_C75915', 'http://purl.obolibrary.org/obo/NCIT_C16770', 'http://purl.obolibrary.org/obo/NCIT_C16063', 'http://purl.obolibrary.org/obo/NCIT_C25418', 'http://purl.obolibrary.org/obo/NCIT_C96482', 'http://purl.obolibrary.org/obo/ECO_0005531']","[' Homo sapiens,  NFKB Signaling Pathway']","[' 9606,  C39163']"
805,BIOMD0000000871,0.4,"['Complex', 'Elevated', 'Inflammatory', 'number of substrates', 'Inhibit Scale', 'Induced Cataract', 'Monomer', 'Dose', 'Pathway', 'P100 Latency', 'NFKB2 Gene Product', 'Substrate', 'Property of Relationship', 'Kinetics', 'Modeling', 'Amplification', 'Cross Reaction', 'motif discovery evidence']","['http://purl.obolibrary.org/obo/NCIT_C19398', 'http://purl.obolibrary.org/obo/NCIT_C25493', 'http://purl.obolibrary.org/obo/NCIT_C25535', 'http://biomodels.net/SBO/SBO_0000149', 'http://purl.obolibrary.org/obo/NCIT_C121463', 'http://purl.obolibrary.org/obo/NCIT_C50614', 'http://purl.obolibrary.org/obo/NCIT_C63845', 'http://purl.obolibrary.org/obo/NCIT_C25488', 'http://purl.obolibrary.org/obo/NCIT_C54214', 'http://purl.obolibrary.org/obo/NCIT_C117888', 'http://purl.obolibrary.org/obo/NCIT_C129922', 'http://purl.obolibrary.org/obo/NCIT_C120264', 'http://purl.obolibrary.org/obo/NCIT_C75915', 'http://purl.obolibrary.org/obo/NCIT_C16770', 'http://purl.obolibrary.org/obo/NCIT_C16063', 'http://purl.obolibrary.org/obo/NCIT_C25418', 'http://purl.obolibrary.org/obo/NCIT_C96482', 'http://purl.obolibrary.org/obo/ECO_0005531']","[' Homo sapiens,  NFKB Signaling Pathway']","[' 9606,  C39163']"
188,BIOMD0000000190,0.4,"['In Vivo', 'S-Adenosylmethionine Decarboxylase Proenzyme', 'Deregulation', 'S-Adenosylmethionine', 'Neurodegenerative Disorders Pathway', 'acetyl-CoA', 'Cell Survival', 'Availability', 'Whole Cell Vaccine', 'metabolite', 'Mathematical Model', 'Cell Proliferation', 'polyamine homeostasis', 'Transgenic Mouse', 'Ornithine Decarboxylase', 'liver enzyme measurement', 'Transcription']","['http://purl.obolibrary.org/obo/NCIT_C15744', 'http://purl.obolibrary.org/obo/NCIT_C102775', 'http://purl.obolibrary.org/obo/NCIT_C61570', 'http://purl.obolibrary.org/obo/NCIT_C63661', 'http://purl.obolibrary.org/obo/NCIT_C39737', 'http://purl.obolibrary.org/obo/CHEBI_15351', 'http://purl.obolibrary.org/obo/NCIT_C16407', 'http://purl.obolibrary.org/obo/NCIT_C25429', 'http://purl.obolibrary.org/obo/NCIT_C28309', 'http://purl.obolibrary.org/obo/CHEBI_25212', 'http://purl.obolibrary.org/obo/NCIT_C16870', 'http://purl.obolibrary.org/obo/NCIT_C18081', 'http://purl.obolibrary.org/obo/GO_0010509', 'http://purl.obolibrary.org/obo/NCIT_C14240', 'http://purl.obolibrary.org/obo/NCIT_C38931', 'http://www.ebi.ac.uk/efo/EFO_0004582', 'http://purl.obolibrary.org/obo/NCIT_C17208']","[' Rodentia,  Mammalia,  polyamine metabolic process']","[' 9989,  40674,  GO:0006595']"
862,BIOMD0000000937,0.4,"['Pharmacokinetic Parameters Domain', 'oscillatory muscle contraction', 'Odevixibat']","['http://purl.obolibrary.org/obo/NCIT_C49607', 'http://purl.obolibrary.org/obo/GO_0014703', 'http://purl.obolibrary.org/obo/NCIT_C166598']","[' Ordinary differential equation model,  regulation of cell cycle,  Xenopus laevis']","[' MAMO_0000046,  GO:0051726,  8355']"
53,BIOMD0000000055,0.4,"['Arabidopsis thaliana', 'Property of Relationship', 'Timing', 'Cabucine', 'Input']","['http://purl.obolibrary.org/obo/NCBITaxon_3702', 'http://purl.obolibrary.org/obo/NCIT_C75915', 'http://purl.obolibrary.org/obo/NCIT_C80484', 'http://purl.obolibrary.org/obo/CHEBI_3287', 'http://purl.obolibrary.org/obo/NCIT_C47905']","[' regulation of circadian rhythm,  Arabidopsis']","[' GO:0042752,  3701']"
795,BIOMD0000000861,0.4,"['In Vivo', 'Imaging Finding Ranges', 'Cell Survival', 'Quantitative Concept', 'Ligand', 'Dose-dependent', 'Cytokine Signaling', 'Modeling', 'Nucleus']","['http://purl.obolibrary.org/obo/NCIT_C15744', 'http://purl.obolibrary.org/obo/NCIT_C180890', 'http://purl.obolibrary.org/obo/NCIT_C16407', 'http://purl.obolibrary.org/obo/NCIT_C70766', 'http://purl.obolibrary.org/obo/NCIT_C95009', 'http://purl.obolibrary.org/obo/NCIT_C28029', 'http://purl.obolibrary.org/obo/NCIT_C25976', 'http://purl.obolibrary.org/obo/NCIT_C16063', 'http://purl.obolibrary.org/obo/NCIT_C13197']","[' erythropoietin-mediated signaling pathway,  Ordinary differential equation model,  Apoptosis,  Mus musculus']","[' GO:0038162,  MAMO_0000046,  C17557,  10090']"
867,BIOMD0000000942,0.4,"['Pharmacokinetic Parameters Domain', 'Systems Biology Ontology', 'Biochemical Reaction', 'Initiate Scale', 'Drug Development, Experimental', 'Mathematical Model', 'Computer Modeling', 'Frog', 'Modeling']","['http://purl.obolibrary.org/obo/NCIT_C49607', 'http://biomodels.net/SBO/', 'http://purl.obolibrary.org/obo/NCIT_C19899', 'http://purl.obolibrary.org/obo/NCIT_C121467', 'http://purl.obolibrary.org/obo/NCIT_C15982', 'http://purl.obolibrary.org/obo/NCIT_C16870', 'http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C14265', 'http://purl.obolibrary.org/obo/NCIT_C16063']","[' Ordinary differential equation model,  regulation of cell cycle,  Xenopus laevis']","[' MAMO_0000046,  GO:0051726,  8355']"
945,BIOMD0000001022,0.4,"['Pharmacokinetic Parameters Domain', 'ICI D1694', 'Immune', 'Findings-Based Question', 'Immunotherapy', 'Tumor-Infiltrating Immune Cell', 'Immunological Diagnostic Method', 'Clinical Oncology', 'Predictive Value', 'Histone H4', 'Tumor-Related Protein', 'Antineoplastic Immune Cell', 'Immuno-oncology Therapy', 'Biomarker', 'Trials 1-5 Correct', 'Cellularity Measurement']","['http://purl.obolibrary.org/obo/NCIT_C49607', 'http://purl.obolibrary.org/obo/CHEBI_5847', 'http://purl.obolibrary.org/obo/NCIT_C17997', 'http://purl.obolibrary.org/obo/NCIT_C91103', 'http://purl.obolibrary.org/obo/NCIT_C15262', 'http://purl.obolibrary.org/obo/NCIT_C153548', 'http://purl.obolibrary.org/obo/NCIT_C18193', 'http://purl.obolibrary.org/obo/NCIT_C19622', 'http://purl.obolibrary.org/obo/NCIT_C16238', 'http://purl.obolibrary.org/obo/FMA_84132', 'http://purl.obolibrary.org/obo/NCIT_C54672', 'http://purl.obolibrary.org/obo/NCIT_C129826', 'http://purl.obolibrary.org/obo/NCIT_C165652', 'http://purl.obolibrary.org/obo/NCIT_C16342', 'http://purl.obolibrary.org/obo/NCIT_C185201', 'http://purl.obolibrary.org/obo/NCIT_C111153']","[' Homo sapiens,  Ordinary differential equation model,  regulation of immune response to tumor cell,  Cancer Immunotherapy']","[' 9606,  MAMO_0000046,  GO:0002837,  C15438']"
67,BIOMD0000000069,0.4,"['bistable perturbation response', 'Pharmacokinetic Parameters Domain', 'excitability', 'Biochemical Pathway', 'Activation', 'Translocation', 'Topology', 'Mitosis', 'Biochemical']","['http://identifiers.org/teddy/TEDDY_0000110', 'http://purl.obolibrary.org/obo/NCIT_C49607', 'http://identifiers.org/teddy/TEDDY_0000179', 'http://purl.obolibrary.org/obo/NCIT_C20633', 'http://purl.obolibrary.org/obo/NCIT_C64382', 'http://purl.obolibrary.org/obo/NCIT_C89777', 'http://purl.obolibrary.org/obo/NCIT_C54101', 'http://purl.obolibrary.org/obo/NCIT_C16864', 'http://purl.obolibrary.org/obo/NCIT_C25434']","[' Homo sapiens,  mitotic cell cycle']","[' 9606,  GO:0000278']"
262,BIOMD0000000265,0.4,"['p27 Regulation Pathway', 'Sensitivity', 'Correlation', 'Emergent Metacognition Index', 'Cyclin', 'Quantification Test', 'VEGFR1 Signaling Pathway', 'Sensitivity', 'Analysis', 'G1/S Transition Checkpoint', 'Generic', 'Indirect']","['http://purl.obolibrary.org/obo/NCIT_C39176', 'http://purl.obolibrary.org/obo/NCIT_C25201', 'http://purl.obolibrary.org/obo/NCIT_C48834', 'http://purl.obolibrary.org/obo/NCIT_C121481', 'http://purl.obolibrary.org/obo/NCIT_C17349', 'http://purl.obolibrary.org/obo/NCIT_C181550', 'http://purl.obolibrary.org/obo/NCIT_C91696', 'http://purl.obolibrary.org/obo/NCIT_C25201', 'http://purl.obolibrary.org/obo/NCIT_C25391', 'http://purl.obolibrary.org/obo/NCIT_C19416', 'http://purl.obolibrary.org/obo/NCIT_C151960', 'http://purl.obolibrary.org/obo/NCIT_C62255']","[' Mammalia,  mitotic cell cycle checkpoint']","[' 40674,  GO:0031575']"
826,BIOMD0000000893,0.4,"['circadian rhythm', 'oscillation', 'Mathematical Model']","['http://www.ebi.ac.uk/efo/EFO_0004354', 'http://identifiers.org/teddy/TEDDY_0000006', 'http://purl.obolibrary.org/obo/NCIT_C16870']","[' Ordinary differential equation model,  Biological Rhythm,  circadian rhythm,  Signaling Pathway']","[' MAMO_0000046,  C16348,  0004354,  C17132']"
336,BIOMD0000000341,0.4,"['Plasma', 'positive feedback loop', 'fixed point', 'Insulin', 'Hyperglycemia', 'mortality', 'Adaptation', 'negative feedback loop', 'Computer Modeling', 'Bifurcation', 'Removed', 'glucose', 'Diabetes Mellitus', 'Morbidity']","['http://purl.obolibrary.org/obo/NCIT_C13356', 'http://identifiers.org/teddy/TEDDY_0000035', 'http://identifiers.org/teddy/TEDDY_0000086', 'http://purl.obolibrary.org/obo/NCIT_C2271', 'http://purl.obolibrary.org/obo/NCIT_C26797', 'http://www.ebi.ac.uk/efo/EFO_0004352', 'http://purl.obolibrary.org/obo/NCIT_C158868', 'http://identifiers.org/teddy/TEDDY_0000034', 'http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C90367', 'http://purl.obolibrary.org/obo/NCIT_C25650', 'http://purl.obolibrary.org/obo/CHEBI_17234', 'http://purl.obolibrary.org/obo/NCIT_C2985', 'http://purl.obolibrary.org/obo/NCIT_C16877']","[' Homo sapiens,  regulation of insulin secretion involved in cellular response to glucose stimulus,  diabetes mellitus']","[' 9606,  GO:0061178,  DOID:9351']"
215,BIOMD0000000217,0.4,"['Cell', 'ammonium', 'ammonium', 'Escherichia coli', 'Nitrogen', 'Threshold', 'ATP', 'Translation', 'Metabolic', 'Quantification Test', 'ADP', 'Property of Relationship', 'glutamine', 'Signal Transduction', 'Steady-State', 'Regulator', 'Gene Expression', 'Transcription']","['http://purl.obolibrary.org/obo/NCIT_C48694', 'http://purl.obolibrary.org/obo/CHEBI_28938', 'http://purl.obolibrary.org/obo/CHEBI_28938', 'http://purl.obolibrary.org/obo/NCIT_C14206', 'http://purl.obolibrary.org/obo/NCIT_C61863', 'http://purl.obolibrary.org/obo/NCIT_C48228', 'http://purl.obolibrary.org/obo/CHEBI_15422', 'http://purl.obolibrary.org/obo/NCIT_C80450', 'http://purl.obolibrary.org/obo/NCIT_C28240', 'http://purl.obolibrary.org/obo/NCIT_C181550', 'http://purl.obolibrary.org/obo/CHEBI_16761', 'http://purl.obolibrary.org/obo/NCIT_C75915', 'http://purl.obolibrary.org/obo/CHEBI_28300', 'http://purl.obolibrary.org/obo/NCIT_C17133', 'http://purl.obolibrary.org/obo/NCIT_C151966', 'http://purl.obolibrary.org/obo/NCIT_C48806', 'http://purl.obolibrary.org/obo/NCIT_C16608', 'http://purl.obolibrary.org/obo/NCIT_C17208']","[' ammonia assimilation cycle,  Escherichia coli']","[' GO:0019676,  562']"
